ID_can,ID_ind,ID_pop,ID_sp,can,ind,pop,sp,dur,df,ci,pn,pr,pl,BS,TE,LAT,LONG
875,40,6,1,24,7,jaguaquara,Phyllomedusa_nordestina,0.024,1875,3.314,3,125,0.005,35.02,18,-13.47443,-39.91958
876,40,6,1,25,7,jaguaquara,Phyllomedusa_nordestina,0.022,1875,NA,3,136.3636364,0.005,35.02,18,-13.47443,-39.91958
877,41,7,1,1,1,joaocamara,Phyllomedusa_nordestina,0.013,2437.5,1.06,2,153.8461538,0.006,32.54,24.5,-5.52324,-41.8216
878,41,7,1,2,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,1.173,2,142.8571429,0.004,32.54,24.5,-5.52324,-41.8216
879,41,7,1,3,1,joaocamara,Phyllomedusa_nordestina,0.016,2250,1.08,2,125,0.005,32.54,24.5,-5.52324,-41.8216
880,41,7,1,4,1,joaocamara,Phyllomedusa_nordestina,0.013,2250,1.104,2,153.8461538,0.005,32.54,24.5,-5.52324,-41.8216
881,41,7,1,5,1,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.176,3,157.8947368,0.003666667,32.54,24.5,-5.52324,-41.8216
882,41,7,1,6,1,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.272,3,166.6666667,0.003666667,32.54,24.5,-5.52324,-41.8216
883,41,7,1,7,1,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,1.112,3,166.6666667,0.004333333,32.54,24.5,-5.52324,-41.8216
884,41,7,1,8,1,joaocamara,Phyllomedusa_nordestina,0.021,2250,5.405,3,142.8571429,0.004,32.54,24.5,-5.52324,-41.8216
885,41,7,1,9,1,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.476,3,150,0.004333333,32.54,24.5,-5.52324,-41.8216
886,41,7,1,10,1,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.283,3,157.8947368,0.004333333,32.54,24.5,-5.52324,-41.8216
887,41,7,1,11,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,1.858,2,142.8571429,0.003,32.54,24.5,-5.52324,-41.8216
888,41,7,1,12,1,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.959,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
889,41,7,1,13,1,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.802,3,150,0.004666667,32.54,24.5,-5.52324,-41.8216
890,41,7,1,14,1,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.169,3,150,0.005333333,32.54,24.5,-5.52324,-41.8216
891,41,7,1,15,1,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.201,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
892,41,7,1,16,1,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,14.222,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
893,41,7,1,17,1,joaocamara,Phyllomedusa_nordestina,0.022,2250,1.064,3,136.3636364,0.005,32.54,24.5,-5.52324,-41.8216
894,41,7,1,18,1,joaocamara,Phyllomedusa_nordestina,0.015,2250,1.238,2,133.3333333,0.003,32.54,24.5,-5.52324,-41.8216
895,41,7,1,19,1,joaocamara,Phyllomedusa_nordestina,0.015,2250,1.678,2,133.3333333,0.005,32.54,24.5,-5.52324,-41.8216
896,41,7,1,20,1,joaocamara,Phyllomedusa_nordestina,0.021,2062.5,1.642,3,142.8571429,0.005,32.54,24.5,-5.52324,-41.8216
897,41,7,1,21,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,1.315,2,142.8571429,0.002,32.54,24.5,-5.52324,-41.8216
898,41,7,1,22,1,joaocamara,Phyllomedusa_nordestina,0.042,2250,1.497,5,119.047619,0.005,32.54,24.5,-5.52324,-41.8216
899,41,7,1,23,1,joaocamara,Phyllomedusa_nordestina,0.022,2250,1.456,3,136.3636364,0.004666667,32.54,24.5,-5.52324,-41.8216
900,41,7,1,24,1,joaocamara,Phyllomedusa_nordestina,0.013,2250,1.441,2,153.8461538,0.005,32.54,24.5,-5.52324,-41.8216
901,41,7,1,25,1,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.169,3,150,0.004666667,32.54,24.5,-5.52324,-41.8216
902,41,7,1,26,1,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.189,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
903,41,7,1,27,1,joaocamara,Phyllomedusa_nordestina,0.015,2250,2.074,2,133.3333333,0.006,32.54,24.5,-5.52324,-41.8216
904,41,7,1,28,1,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.461,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
905,41,7,1,29,1,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.371,3,150,0.003666667,32.54,24.5,-5.52324,-41.8216
906,41,7,1,30,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,1.808,2,142.8571429,0.006,32.54,24.5,-5.52324,-41.8216
907,41,7,1,31,1,joaocamara,Phyllomedusa_nordestina,0.019,2250,2.321,3,157.8947368,0.004666667,32.54,24.5,-5.52324,-41.8216
908,41,7,1,32,1,joaocamara,Phyllomedusa_nordestina,0.022,2250,23.158,3,136.3636364,0.004666667,32.54,24.5,-5.52324,-41.8216
909,41,7,1,33,1,joaocamara,Phyllomedusa_nordestina,0.017,2437.5,1.96,2,117.6470588,0.005,32.54,24.5,-5.52324,-41.8216
910,41,7,1,34,1,joaocamara,Phyllomedusa_nordestina,0.022,2250,1.329,3,136.3636364,0.005333333,32.54,24.5,-5.52324,-41.8216
911,41,7,1,35,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,3.039,2,142.8571429,0.006,32.54,24.5,-5.52324,-41.8216
912,41,7,1,36,1,joaocamara,Phyllomedusa_nordestina,0.013,2437.5,1.606,2,153.8461538,0.006,32.54,24.5,-5.52324,-41.8216
913,41,7,1,37,1,joaocamara,Phyllomedusa_nordestina,0.014,2437.5,1.266,2,142.8571429,0.004,32.54,24.5,-5.52324,-41.8216
914,41,7,1,38,1,joaocamara,Phyllomedusa_nordestina,0.013,2250,1.217,2,153.8461538,0.005,32.54,24.5,-5.52324,-41.8216
915,41,7,1,39,1,joaocamara,Phyllomedusa_nordestina,0.014,2250,NA,2,142.8571429,0.006,32.54,24.5,-5.52324,-41.8216
916,42,7,1,1,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.753,3,166.6666667,0.003333333,30.8,24.6,-5.52324,-41.8216
917,42,7,1,2,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,2.183,3,166.6666667,0.003666667,30.8,24.6,-5.52324,-41.8216
918,42,7,1,3,2,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.444,3,157.8947368,0.004,30.8,24.6,-5.52324,-41.8216
919,42,7,1,4,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,2.002,3,157.8947368,0.003666667,30.8,24.6,-5.52324,-41.8216
920,42,7,1,5,2,joaocamara,Phyllomedusa_nordestina,0.013,2250,159.69,2,153.8461538,0.003,30.8,24.6,-5.52324,-41.8216
921,42,7,1,6,2,joaocamara,Phyllomedusa_nordestina,0.019,1687.5,5.19,3,157.8947368,0.003,30.8,24.6,-5.52324,-41.8216
922,42,7,1,7,2,joaocamara,Phyllomedusa_nordestina,0.011,1875,2.418,2,181.8181818,0.004,30.8,24.6,-5.52324,-41.8216
923,42,7,1,8,2,joaocamara,Phyllomedusa_nordestina,0.011,2062.5,42.133,2,181.8181818,0.004,30.8,24.6,-5.52324,-41.8216
924,42,7,1,9,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.63,3,166.6666667,0.003333333,30.8,24.6,-5.52324,-41.8216
925,42,7,1,10,2,joaocamara,Phyllomedusa_nordestina,0.019,1687.5,3.416,3,157.8947368,0.003333333,30.8,24.6,-5.52324,-41.8216
926,42,7,1,11,2,joaocamara,Phyllomedusa_nordestina,0.017,1687.5,1.291,3,176.4705882,0.003,30.8,24.6,-5.52324,-41.8216
927,42,7,1,12,2,joaocamara,Phyllomedusa_nordestina,0.017,1687.5,2.421,3,176.4705882,0.002666667,30.8,24.6,-5.52324,-41.8216
928,42,7,1,13,2,joaocamara,Phyllomedusa_nordestina,0.019,1875,1.281,3,157.8947368,0.003,30.8,24.6,-5.52324,-41.8216
929,42,7,1,14,2,joaocamara,Phyllomedusa_nordestina,0.019,1687.5,1.999,3,157.8947368,0.003666667,30.8,24.6,-5.52324,-41.8216
930,42,7,1,15,2,joaocamara,Phyllomedusa_nordestina,0.019,1875,1.843,3,157.8947368,0.003333333,30.8,24.6,-5.52324,-41.8216
931,42,7,1,16,2,joaocamara,Phyllomedusa_nordestina,0.019,1687.5,4.681,3,157.8947368,0.002666667,30.8,24.6,-5.52324,-41.8216
932,42,7,1,17,2,joaocamara,Phyllomedusa_nordestina,0.013,2250,1.204,2,153.8461538,0.003,30.8,24.6,-5.52324,-41.8216
933,42,7,1,18,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.272,3,166.6666667,0.004,30.8,24.6,-5.52324,-41.8216
934,42,7,1,19,2,joaocamara,Phyllomedusa_nordestina,0.02,2250,0.925,3,150,0.004,30.8,24.6,-5.52324,-41.8216
935,42,7,1,20,2,joaocamara,Phyllomedusa_nordestina,0.013,2250,1.014,2,153.8461538,0.003,30.8,24.6,-5.52324,-41.8216
936,42,7,1,21,2,joaocamara,Phyllomedusa_nordestina,0.02,2062.5,0.926,3,150,0.004,30.8,24.6,-5.52324,-41.8216
937,42,7,1,22,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.026,3,157.8947368,0.004333333,30.8,24.6,-5.52324,-41.8216
938,42,7,1,23,2,joaocamara,Phyllomedusa_nordestina,0.012,2250,1.304,2,166.6666667,0.003,30.8,24.6,-5.52324,-41.8216
939,42,7,1,24,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.069,3,166.6666667,0.004333333,30.8,24.6,-5.52324,-41.8216
940,42,7,1,25,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,0.972,3,157.8947368,0.005,30.8,24.6,-5.52324,-41.8216
941,42,7,1,26,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,0.987,3,157.8947368,0.004666667,30.8,24.6,-5.52324,-41.8216
942,42,7,1,27,2,joaocamara,Phyllomedusa_nordestina,0.012,2250,0.969,2,166.6666667,0.003,30.8,24.6,-5.52324,-41.8216
943,42,7,1,28,2,joaocamara,Phyllomedusa_nordestina,0.02,2250,0.961,3,150,0.005333333,30.8,24.6,-5.52324,-41.8216
944,42,7,1,29,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.192,3,157.8947368,0.004,30.8,24.6,-5.52324,-41.8216
945,42,7,1,30,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.023,3,166.6666667,0.004666667,30.8,24.6,-5.52324,-41.8216
946,42,7,1,31,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.156,3,157.8947368,0.004333333,30.8,24.6,-5.52324,-41.8216
947,42,7,1,32,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.105,3,157.8947368,0.004333333,30.8,24.6,-5.52324,-41.8216
948,42,7,1,33,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.094,3,157.8947368,0.004666667,30.8,24.6,-5.52324,-41.8216
949,42,7,1,34,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.328,3,157.8947368,0.004,30.8,24.6,-5.52324,-41.8216
950,42,7,1,35,2,joaocamara,Phyllomedusa_nordestina,0.043,2250,1.304,4,93.02325581,0.0045,30.8,24.6,-5.52324,-41.8216
951,42,7,1,36,2,joaocamara,Phyllomedusa_nordestina,0.043,2250,1.643,4,93.02325581,0.00475,30.8,24.6,-5.52324,-41.8216
952,42,7,1,37,2,joaocamara,Phyllomedusa_nordestina,0.02,2250,2.236,3,150,0.004666667,30.8,24.6,-5.52324,-41.8216
953,42,7,1,38,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,1.635,3,157.8947368,0.004333333,30.8,24.6,-5.52324,-41.8216
954,42,7,1,39,2,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.523,3,166.6666667,0.004,30.8,24.6,-5.52324,-41.8216
955,42,7,1,40,2,joaocamara,Phyllomedusa_nordestina,0.019,2250,NA,3,157.8947368,0.005,30.8,24.6,-5.52324,-41.8216
956,43,7,1,1,3,joaocamara,Phyllomedusa_nordestina,0.017,2250,1.501,3,176.4705882,0.004,32.13,24.3,-5.52324,-41.8216
957,43,7,1,2,3,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.606,3,157.8947368,0.003666667,32.13,24.3,-5.52324,-41.8216
958,43,7,1,3,3,joaocamara,Phyllomedusa_nordestina,0.016,1875,2.989,3,187.5,0.003333333,32.13,24.3,-5.52324,-41.8216
959,43,7,1,4,3,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.912,3,166.6666667,0.004333333,32.13,24.3,-5.52324,-41.8216
960,43,7,1,5,3,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.928,3,157.8947368,0.003666667,32.13,24.3,-5.52324,-41.8216
961,43,7,1,6,3,joaocamara,Phyllomedusa_nordestina,0.016,1875,29.544,3,187.5,0.003333333,32.13,24.3,-5.52324,-41.8216
962,43,7,1,7,3,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,2.891,3,157.8947368,0.004,32.13,24.3,-5.52324,-41.8216
963,43,7,1,8,3,joaocamara,Phyllomedusa_nordestina,0.02,2250,1.759,3,150,0.003666667,32.13,24.3,-5.52324,-41.8216
964,43,7,1,9,3,joaocamara,Phyllomedusa_nordestina,0.016,2250,2.333,3,187.5,0.003333333,32.13,24.3,-5.52324,-41.8216
965,43,7,1,10,3,joaocamara,Phyllomedusa_nordestina,0.021,2062.5,1.96,3,142.8571429,0.004,32.13,24.3,-5.52324,-41.8216
966,43,7,1,11,3,joaocamara,Phyllomedusa_nordestina,0.02,2250,2.181,3,150,0.003333333,32.13,24.3,-5.52324,-41.8216
967,43,7,1,12,3,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,2.007,3,157.8947368,0.004,32.13,24.3,-5.52324,-41.8216
968,43,7,1,13,3,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,1.877,3,157.8947368,0.003333333,32.13,24.3,-5.52324,-41.8216
969,43,7,1,14,3,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.375,3,166.6666667,0.003,32.13,24.3,-5.52324,-41.8216
970,43,7,1,15,3,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,2.835,3,166.6666667,0.003666667,32.13,24.3,-5.52324,-41.8216
971,43,7,1,16,3,joaocamara,Phyllomedusa_nordestina,0.017,2062.5,2.225,3,176.4705882,0.003333333,32.13,24.3,-5.52324,-41.8216
972,43,7,1,17,3,joaocamara,Phyllomedusa_nordestina,0.02,2062.5,1.722,3,150,0.003333333,32.13,24.3,-5.52324,-41.8216
973,43,7,1,18,3,joaocamara,Phyllomedusa_nordestina,0.017,2062.5,NA,3,176.4705882,0.003333333,32.13,24.3,-5.52324,-41.8216
974,44,7,1,1,4,joaocamara,Phyllomedusa_nordestina,0.019,2250,54.842,3,157.8947368,0.005,30.97,24.4,-5.52324,-41.8216
975,44,7,1,2,4,joaocamara,Phyllomedusa_nordestina,0.018,1875,9.185,3,166.6666667,0.004,30.97,24.4,-5.52324,-41.8216
976,44,7,1,3,4,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,14.995,3,157.8947368,0.004666667,30.97,24.4,-5.52324,-41.8216
977,44,7,1,4,4,joaocamara,Phyllomedusa_nordestina,0.017,2062.5,16.827,3,176.4705882,0.004333333,30.97,24.4,-5.52324,-41.8216
978,44,7,1,5,4,joaocamara,Phyllomedusa_nordestina,0.017,1875,13.492,3,176.4705882,0.004,30.97,24.4,-5.52324,-41.8216
979,44,7,1,6,4,joaocamara,Phyllomedusa_nordestina,0.02,2062.5,12.227,3,150,0.004666667,30.97,24.4,-5.52324,-41.8216
980,44,7,1,7,4,joaocamara,Phyllomedusa_nordestina,0.018,2250,15.687,3,166.6666667,0.004666667,30.97,24.4,-5.52324,-41.8216
981,44,7,1,8,4,joaocamara,Phyllomedusa_nordestina,0.019,1875,34.552,3,157.8947368,0.004333333,30.97,24.4,-5.52324,-41.8216
982,44,7,1,9,4,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,6.24,3,166.6666667,0.004333333,30.97,24.4,-5.52324,-41.8216
983,44,7,1,10,4,joaocamara,Phyllomedusa_nordestina,0.017,1875,3.333,3,176.4705882,0.004,30.97,24.4,-5.52324,-41.8216
984,44,7,1,11,4,joaocamara,Phyllomedusa_nordestina,0.019,2250,20.546,3,157.8947368,0.004333333,30.97,24.4,-5.52324,-41.8216
985,44,7,1,12,4,joaocamara,Phyllomedusa_nordestina,0.019,2250,10.89,3,157.8947368,0.005,30.97,24.4,-5.52324,-41.8216
986,44,7,1,13,4,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,5.012,3,166.6666667,0.004666667,30.97,24.4,-5.52324,-41.8216
987,44,7,1,14,4,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,12.104,3,157.8947368,0.004666667,30.97,24.4,-5.52324,-41.8216
988,44,7,1,15,4,joaocamara,Phyllomedusa_nordestina,0.019,2250,37.984,3,157.8947368,0.004666667,30.97,24.4,-5.52324,-41.8216
989,44,7,1,16,4,joaocamara,Phyllomedusa_nordestina,0.02,2062.5,NA,3,150,0.004,30.97,24.4,-5.52324,-41.8216
990,45,7,1,1,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.186,4,97.56097561,0.005,NA,24,-5.52324,-41.8216
991,45,7,1,2,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,0.746,4,97.56097561,0.00525,NA,24,-5.52324,-41.8216
992,45,7,1,3,5,joaocamara,Phyllomedusa_nordestina,0.041,2062.5,0.969,4,97.56097561,0.004,NA,24,-5.52324,-41.8216
993,45,7,1,4,5,joaocamara,Phyllomedusa_nordestina,0.041,2062.5,1.34,4,97.56097561,0.0045,NA,24,-5.52324,-41.8216
994,45,7,1,5,5,joaocamara,Phyllomedusa_nordestina,0.041,2062.5,1.067,4,97.56097561,0.0045,NA,24,-5.52324,-41.8216
995,45,7,1,6,5,joaocamara,Phyllomedusa_nordestina,0.049,2062.5,1.421,4,81.63265306,0.005,NA,24,-5.52324,-41.8216
996,45,7,1,7,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,0.921,4,100,0.0045,NA,24,-5.52324,-41.8216
997,45,7,1,8,5,joaocamara,Phyllomedusa_nordestina,0.039,2062.5,4.211,4,102.5641026,0.0045,NA,24,-5.52324,-41.8216
998,45,7,1,9,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.219,4,97.56097561,0.0055,NA,24,-5.52324,-41.8216
999,45,7,1,10,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.451,4,100,0.00475,NA,24,-5.52324,-41.8216
1000,45,7,1,11,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.728,4,97.56097561,0.00475,NA,24,-5.52324,-41.8216
1001,45,7,1,12,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.811,4,97.56097561,0.00475,NA,24,-5.52324,-41.8216
1002,45,7,1,13,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.101,4,100,0.00475,NA,24,-5.52324,-41.8216
1003,45,7,1,14,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,13.138,4,97.56097561,0.0045,NA,24,-5.52324,-41.8216
1004,45,7,1,15,5,joaocamara,Phyllomedusa_nordestina,0.042,2250,1.998,4,95.23809524,0.00525,NA,24,-5.52324,-41.8216
1005,45,7,1,16,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.265,4,100,0.00525,NA,24,-5.52324,-41.8216
1006,45,7,1,17,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.165,4,100,0.00475,NA,24,-5.52324,-41.8216
1007,45,7,1,18,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.571,4,100,0.0055,NA,24,-5.52324,-41.8216
1008,45,7,1,19,5,joaocamara,Phyllomedusa_nordestina,0.04,2250,1.247,4,100,0.00525,NA,24,-5.52324,-41.8216
1009,45,7,1,20,5,joaocamara,Phyllomedusa_nordestina,0.046,2062.5,1.423,4,86.95652174,0.0035,NA,24,-5.52324,-41.8216
1010,45,7,1,21,5,joaocamara,Phyllomedusa_nordestina,0.046,2062.5,1.139,4,86.95652174,0.00325,NA,24,-5.52324,-41.8216
1011,45,7,1,22,5,joaocamara,Phyllomedusa_nordestina,0.039,1875,2.612,4,102.5641026,0.00325,NA,24,-5.52324,-41.8216
1012,45,7,1,23,5,joaocamara,Phyllomedusa_nordestina,0.045,2062.5,1.31,4,88.88888889,0.0045,NA,24,-5.52324,-41.8216
1013,45,7,1,24,5,joaocamara,Phyllomedusa_nordestina,0.045,1875,1.156,4,88.88888889,0.00375,NA,24,-5.52324,-41.8216
1014,45,7,1,25,5,joaocamara,Phyllomedusa_nordestina,0.043,1875,2.623,4,93.02325581,0.00425,NA,24,-5.52324,-41.8216
1015,45,7,1,26,5,joaocamara,Phyllomedusa_nordestina,0.042,2062.5,1.135,4,95.23809524,0.00425,NA,24,-5.52324,-41.8216
1016,45,7,1,27,5,joaocamara,Phyllomedusa_nordestina,0.042,1687.5,1.402,4,95.23809524,0.00425,NA,24,-5.52324,-41.8216
1017,45,7,1,28,5,joaocamara,Phyllomedusa_nordestina,0.042,1875,1.282,4,95.23809524,0.0045,NA,24,-5.52324,-41.8216
1018,45,7,1,29,5,joaocamara,Phyllomedusa_nordestina,0.042,1687.5,1.336,4,95.23809524,0.00325,NA,24,-5.52324,-41.8216
1019,45,7,1,30,5,joaocamara,Phyllomedusa_nordestina,0.042,2250,1.315,4,95.23809524,0.00475,NA,24,-5.52324,-41.8216
1020,45,7,1,31,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.865,4,97.56097561,0.005,NA,24,-5.52324,-41.8216
1021,45,7,1,32,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,1.274,4,97.56097561,0.0045,NA,24,-5.52324,-41.8216
1022,45,7,1,33,5,joaocamara,Phyllomedusa_nordestina,0.041,2250,NA,4,97.56097561,0.00475,NA,24,-5.52324,-41.8216
1023,46,7,1,1,6,joaocamara,Phyllomedusa_nordestina,0.022,2437.5,2.272,3,136.3636364,0.005333333,32.73,24,-5.52324,-41.8216
1024,46,7,1,2,6,joaocamara,Phyllomedusa_nordestina,0.018,2250,2.148,3,166.6666667,0.004666667,32.73,24,-5.52324,-41.8216
1025,46,7,1,3,6,joaocamara,Phyllomedusa_nordestina,0.021,2250,5.096,3,142.8571429,0.004666667,32.73,24,-5.52324,-41.8216
1026,46,7,1,4,6,joaocamara,Phyllomedusa_nordestina,0.021,2250,47.289,3,142.8571429,0.004,32.73,24,-5.52324,-41.8216
1027,46,7,1,5,6,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,5.828,3,166.6666667,0.003333333,32.73,24,-5.52324,-41.8216
1028,46,7,1,6,6,joaocamara,Phyllomedusa_nordestina,0.014,2062.5,3.73,3,214.2857143,0.003666667,32.73,24,-5.52324,-41.8216
1029,46,7,1,7,6,joaocamara,Phyllomedusa_nordestina,0.013,1875,34.106,3,230.7692308,0.003,32.73,24,-5.52324,-41.8216
1030,46,7,1,8,6,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,4.992,3,166.6666667,0.003333333,32.73,24,-5.52324,-41.8216
1031,46,7,1,9,6,joaocamara,Phyllomedusa_nordestina,0.011,2062.5,3.195,2,181.8181818,0.004,32.73,24,-5.52324,-41.8216
1032,46,7,1,10,6,joaocamara,Phyllomedusa_nordestina,0.017,2062.5,2.755,3,176.4705882,0.003333333,32.73,24,-5.52324,-41.8216
1033,46,7,1,11,6,joaocamara,Phyllomedusa_nordestina,0.015,2062.5,2.332,3,200,0.003333333,32.73,24,-5.52324,-41.8216
1034,46,7,1,12,6,joaocamara,Phyllomedusa_nordestina,0.013,1875,1.859,3,230.7692308,0.002666667,32.73,24,-5.52324,-41.8216
1035,46,7,1,13,6,joaocamara,Phyllomedusa_nordestina,0.015,2062.5,1.933,3,200,0.003333333,32.73,24,-5.52324,-41.8216
1036,46,7,1,14,6,joaocamara,Phyllomedusa_nordestina,0.014,2062.5,1.703,3,214.2857143,0.002666667,32.73,24,-5.52324,-41.8216
1037,46,7,1,15,6,joaocamara,Phyllomedusa_nordestina,0.043,2062.5,1.513,4,93.02325581,0.00325,32.73,24,-5.52324,-41.8216
1038,46,7,1,16,6,joaocamara,Phyllomedusa_nordestina,0.039,2062.5,47.491,4,102.5641026,0.003,32.73,24,-5.52324,-41.8216
1039,46,7,1,17,6,joaocamara,Phyllomedusa_nordestina,0.011,2062.5,2.472,2,181.8181818,0.004,32.73,24,-5.52324,-41.8216
1040,46,7,1,18,6,joaocamara,Phyllomedusa_nordestina,0.019,2062.5,2.02,3,157.8947368,0.003666667,32.73,24,-5.52324,-41.8216
1041,46,7,1,19,6,joaocamara,Phyllomedusa_nordestina,0.016,2062.5,1.715,3,187.5,0.004,32.73,24,-5.52324,-41.8216
1042,46,7,1,20,6,joaocamara,Phyllomedusa_nordestina,0.045,2062.5,1.404,4,88.88888889,0.00325,32.73,24,-5.52324,-41.8216
1043,46,7,1,21,6,joaocamara,Phyllomedusa_nordestina,0.04,2062.5,1.502,4,100,0.003,32.73,24,-5.52324,-41.8216
1044,46,7,1,22,6,joaocamara,Phyllomedusa_nordestina,0.017,2062.5,1.175,3,176.4705882,0.003,32.73,24,-5.52324,-41.8216
1045,46,7,1,23,6,joaocamara,Phyllomedusa_nordestina,0.018,2062.5,1.329,3,166.6666667,0.003333333,32.73,24,-5.52324,-41.8216
1046,46,7,1,24,6,joaocamara,Phyllomedusa_nordestina,0.036,2062.5,1.233,4,111.1111111,0.004,32.73,24,-5.52324,-41.8216
1047,46,7,1,25,6,joaocamara,Phyllomedusa_nordestina,0.036,2062.5,1.23,4,111.1111111,0.004,32.73,24,-5.52324,-41.8216
1048,46,7,1,26,6,joaocamara,Phyllomedusa_nordestina,0.039,2062.5,1.149,4,102.5641026,0.00375,32.73,24,-5.52324,-41.8216
1049,46,7,1,27,6,joaocamara,Phyllomedusa_nordestina,0.036,2062.5,1.326,4,111.1111111,0.00325,32.73,24,-5.52324,-41.8216
1050,46,7,1,28,6,joaocamara,Phyllomedusa_nordestina,0.036,2062.5,1.253,4,111.1111111,0.004,32.73,24,-5.52324,-41.8216
1051,46,7,1,29,6,joaocamara,Phyllomedusa_nordestina,0.035,2062.5,1.7,4,114.2857143,0.0035,32.73,24,-5.52324,-41.8216
1052,46,7,1,30,6,joaocamara,Phyllomedusa_nordestina,0.048,2062.5,1.303,6,125,0.003,32.73,24,-5.52324,-41.8216
1053,46,7,1,31,6,joaocamara,Phyllomedusa_nordestina,0.019,2437.5,0.332,3,157.8947368,0.004666667,32.73,24,-5.52324,-41.8216
1054,46,7,1,32,6,joaocamara,Phyllomedusa_nordestina,0.036,2062.5,1.191,4,111.1111111,0.00325,32.73,24,-5.52324,-41.8216
1055,46,7,1,33,6,joaocamara,Phyllomedusa_nordestina,0.018,2250,1.117,3,166.6666667,0.004,32.73,24,-5.52324,-41.8216
1056,46,7,1,34,6,joaocamara,Phyllomedusa_nordestina,0.019,2437.5,1.201,3,157.8947368,0.004333333,32.73,24,-5.52324,-41.8216
1057,46,7,1,35,6,joaocamara,Phyllomedusa_nordestina,0.017,2437.5,1.126,3,176.4705882,0.004333333,32.73,24,-5.52324,-41.8216
1058,46,7,1,36,6,joaocamara,Phyllomedusa_nordestina,0.016,2250,1.395,3,187.5,0.004333333,32.73,24,-5.52324,-41.8216
