ID_can,ID_ind,ID_pop,ID_sp,can,ind,pop,sp,dur,df,ci,pn,pr,pl,BS,TE,LAT,LONG
1,1,1,1,1,1,bezerros,Phyllomedusa_nordestina,0.02,2250,4.298,2,100,0.006,35.19,19.7,-8.29083,-35.76
2,1,1,1,2,1,bezerros,Phyllomedusa_nordestina,0.02,2250,3.041,2,100,0.006,35.19,19.7,-8.29083,-35.76
3,1,1,1,3,1,bezerros,Phyllomedusa_nordestina,0.029,2250,3.728,3,103.4482759,0.006333333,35.19,19.7,-8.29083,-35.76
4,1,1,1,4,1,bezerros,Phyllomedusa_nordestina,0.028,2250,5.098,3,107.1428571,0.006666667,35.19,19.7,-8.29083,-35.76
5,1,1,1,5,1,bezerros,Phyllomedusa_nordestina,0.016,2250,3.723,2,125,0.006,35.19,19.7,-8.29083,-35.76
6,1,1,1,6,1,bezerros,Phyllomedusa_nordestina,0.028,2250,43.889,3,107.1428571,0.006,35.19,19.7,-8.29083,-35.76
7,1,1,1,7,1,bezerros,Phyllomedusa_nordestina,0.028,2250,92.846,3,107.1428571,0.007,35.19,19.7,-8.29083,-35.76
8,1,1,1,8,1,bezerros,Phyllomedusa_nordestina,0.02,2250,7.639,2,100,0.007,35.19,19.7,-8.29083,-35.76
9,1,1,1,9,1,bezerros,Phyllomedusa_nordestina,0.027,2250,4.867,3,111.1111111,0.006666667,35.19,19.7,-8.29083,-35.76
10,1,1,1,10,1,bezerros,Phyllomedusa_nordestina,0.016,2250,4.747,2,125,0.007,35.19,19.7,-8.29083,-35.76
11,1,1,1,11,1,bezerros,Phyllomedusa_nordestina,0.017,2250,3.2,2,117.6470588,0.008,35.19,19.7,-8.29083,-35.76
12,1,1,1,12,1,bezerros,Phyllomedusa_nordestina,0.027,2250,8.944,3,111.1111111,0.006333333,35.19,19.7,-8.29083,-35.76
13,1,1,1,13,1,bezerros,Phyllomedusa_nordestina,0.017,2250,70.566,2,117.6470588,0.006,35.19,19.7,-8.29083,-35.76
14,1,1,1,14,1,bezerros,Phyllomedusa_nordestina,0.026,2250,1.978,3,115.3846154,0.006,35.19,19.7,-8.29083,-35.76
15,1,1,1,15,1,bezerros,Phyllomedusa_nordestina,0.026,2250,2.322,3,115.3846154,0.006,35.19,19.7,-8.29083,-35.76
16,1,1,1,16,1,bezerros,Phyllomedusa_nordestina,0.025,2250,2.578,3,120,0.006333333,35.19,19.7,-8.29083,-35.76
17,1,1,1,17,1,bezerros,Phyllomedusa_nordestina,0.022,2250,1.533,3,136.3636364,0.006,35.19,19.7,-8.29083,-35.76
18,1,1,1,18,1,bezerros,Phyllomedusa_nordestina,0.056,2250,2.227,4,71.42857143,0.0065,35.19,19.7,-8.29083,-35.76
19,1,1,1,19,1,bezerros,Phyllomedusa_nordestina,0.026,2250,1.729,3,115.3846154,0.006,35.19,19.7,-8.29083,-35.76
20,1,1,1,20,1,bezerros,Phyllomedusa_nordestina,0.054,2250,1.794,4,74.07407407,0.00575,35.19,19.7,-8.29083,-35.76
21,1,1,1,21,1,bezerros,Phyllomedusa_nordestina,0.058,2062.5,1.956,4,68.96551724,0.0065,35.19,19.7,-8.29083,-35.76
22,1,1,1,22,1,bezerros,Phyllomedusa_nordestina,0.055,2250,1.897,4,72.72727273,0.00575,35.19,19.7,-8.29083,-35.76
23,1,1,1,23,1,bezerros,Phyllomedusa_nordestina,0.053,2250,1.715,4,75.47169811,0.00625,35.19,19.7,-8.29083,-35.76
24,1,1,1,24,1,bezerros,Phyllomedusa_nordestina,0.059,2250,2.176,4,67.79661017,0.00675,35.19,19.7,-8.29083,-35.76
25,1,1,1,25,1,bezerros,Phyllomedusa_nordestina,0.051,2062.5,1.637,4,78.43137255,0.0065,35.19,19.7,-8.29083,-35.76
26,1,1,1,26,1,bezerros,Phyllomedusa_nordestina,0.05,2250,2.676,4,80,0.006,35.19,19.7,-8.29083,-35.76
27,1,1,1,27,1,bezerros,Phyllomedusa_nordestina,0.049,2250,2.113,4,81.63265306,0.00525,35.19,19.7,-8.29083,-35.76
28,1,1,1,28,1,bezerros,Phyllomedusa_nordestina,0.05,2062.5,2.163,4,80,0.00625,35.19,19.7,-8.29083,-35.76
29,1,1,1,29,1,bezerros,Phyllomedusa_nordestina,0.048,2062.5,2.244,4,83.33333333,0.00575,35.19,19.7,-8.29083,-35.76
30,1,1,1,30,1,bezerros,Phyllomedusa_nordestina,0.048,2250,2.44,4,83.33333333,0.00625,35.19,19.7,-8.29083,-35.76
31,1,1,1,31,1,bezerros,Phyllomedusa_nordestina,0.052,2250,2.609,4,76.92307692,0.00625,35.19,19.7,-8.29083,-35.76
32,1,1,1,32,1,bezerros,Phyllomedusa_nordestina,0.052,2062.5,2.091,4,76.92307692,0.0055,35.19,19.7,-8.29083,-35.76
33,1,1,1,33,1,bezerros,Phyllomedusa_nordestina,0.052,2062.5,2.424,4,76.92307692,0.00625,35.19,19.7,-8.29083,-35.76
34,1,1,1,34,1,bezerros,Phyllomedusa_nordestina,0.05,2062.5,2.253,4,80,0.0055,35.19,19.7,-8.29083,-35.76
35,1,1,1,35,1,bezerros,Phyllomedusa_nordestina,0.05,2062.5,3.037,4,80,0.00525,35.19,19.7,-8.29083,-35.76
36,1,1,1,36,1,bezerros,Phyllomedusa_nordestina,0.05,2062.5,NA,4,80,0.00575,35.19,19.7,-8.29083,-35.76
37,2,1,1,1,2,bezerros,Phyllomedusa_nordestina,0.067,1875,1.505,4,59.70149254,0.00625,34.55,19.3,-8.29083,-35.76
38,2,1,1,2,2,bezerros,Phyllomedusa_nordestina,0.062,2062.5,1.543,4,64.51612903,0.006,34.55,19.3,-8.29083,-35.76
39,2,1,1,3,2,bezerros,Phyllomedusa_nordestina,0.082,2062.5,1.65,5,60.97560976,0.0062,34.55,19.3,-8.29083,-35.76
40,2,1,1,4,2,bezerros,Phyllomedusa_nordestina,0.054,2062.5,2.178,4,74.07407407,0.00625,34.55,19.3,-8.29083,-35.76
41,2,1,1,5,2,bezerros,Phyllomedusa_nordestina,0.058,1875,2.62,4,68.96551724,0.006,34.55,19.3,-8.29083,-35.76
42,2,1,1,6,2,bezerros,Phyllomedusa_nordestina,0.059,1875,8.212,4,67.79661017,0.00675,34.55,19.3,-8.29083,-35.76
43,2,1,1,7,2,bezerros,Phyllomedusa_nordestina,0.089,1875,16.631,5,56.17977528,0.0062,34.55,19.3,-8.29083,-35.76
44,2,1,1,8,2,bezerros,Phyllomedusa_nordestina,0.065,2062.5,1.798,4,61.53846154,0.00675,34.55,19.3,-8.29083,-35.76
45,2,1,1,9,2,bezerros,Phyllomedusa_nordestina,0.057,2062.5,1.743,4,70.1754386,0.006,34.55,19.3,-8.29083,-35.76
46,2,1,1,10,2,bezerros,Phyllomedusa_nordestina,0.061,2250,1.645,4,65.57377049,0.006,34.55,19.3,-8.29083,-35.76
47,2,1,1,11,2,bezerros,Phyllomedusa_nordestina,0.06,2062.5,1.653,4,66.66666667,0.00625,34.55,19.3,-8.29083,-35.76
48,2,1,1,12,2,bezerros,Phyllomedusa_nordestina,0.079,2062.5,1.915,5,63.29113924,0.0062,34.55,19.3,-8.29083,-35.76
49,2,1,1,13,2,bezerros,Phyllomedusa_nordestina,0.054,2062.5,1.643,4,74.07407407,0.0065,34.55,19.3,-8.29083,-35.76
50,2,1,1,14,2,bezerros,Phyllomedusa_nordestina,0.053,2062.5,1.838,4,75.47169811,0.0065,34.55,19.3,-8.29083,-35.76
51,2,1,1,15,2,bezerros,Phyllomedusa_nordestina,0.076,2062.5,2.211,5,65.78947368,0.0066,34.55,19.3,-8.29083,-35.76
52,2,1,1,16,2,bezerros,Phyllomedusa_nordestina,0.077,2062.5,1.569,5,64.93506494,0.006,34.55,19.3,-8.29083,-35.76
53,2,1,1,17,2,bezerros,Phyllomedusa_nordestina,0.055,2062.5,1.582,4,72.72727273,0.00675,34.55,19.3,-8.29083,-35.76
54,2,1,1,18,2,bezerros,Phyllomedusa_nordestina,0.079,2062.5,2.255,5,63.29113924,0.0064,34.55,19.3,-8.29083,-35.76
55,2,1,1,19,2,bezerros,Phyllomedusa_nordestina,0.077,2062.5,2.038,5,64.93506494,0.0068,34.55,19.3,-8.29083,-35.76
56,2,1,1,20,2,bezerros,Phyllomedusa_nordestina,0.077,2250,1.623,5,64.93506494,0.0068,34.55,19.3,-8.29083,-35.76
57,2,1,1,21,2,bezerros,Phyllomedusa_nordestina,0.076,2062.5,2.399,5,65.78947368,0.0066,34.55,19.3,-8.29083,-35.76
58,2,1,1,22,2,bezerros,Phyllomedusa_nordestina,0.075,2062.5,1.736,5,66.66666667,0.0068,34.55,19.3,-8.29083,-35.76
59,2,1,1,23,2,bezerros,Phyllomedusa_nordestina,0.075,2062.5,1.979,5,66.66666667,0.0072,34.55,19.3,-8.29083,-35.76
60,2,1,1,24,2,bezerros,Phyllomedusa_nordestina,0.076,2062.5,1.707,5,65.78947368,0.0072,34.55,19.3,-8.29083,-35.76
61,2,1,1,25,2,bezerros,Phyllomedusa_nordestina,0.075,2062.5,1.967,5,66.66666667,0.0066,34.55,19.3,-8.29083,-35.76
62,2,1,1,26,2,bezerros,Phyllomedusa_nordestina,0.07,2062.5,1.852,5,71.42857143,0.006,34.55,19.3,-8.29083,-35.76
63,2,1,1,27,2,bezerros,Phyllomedusa_nordestina,0.074,2250,2.103,5,67.56756757,0.007,34.55,19.3,-8.29083,-35.76
64,2,1,1,28,2,bezerros,Phyllomedusa_nordestina,0.072,2062.5,2.481,5,69.44444444,0.0076,34.55,19.3,-8.29083,-35.76
65,2,1,1,29,2,bezerros,Phyllomedusa_nordestina,0.079,2250,2.157,5,63.29113924,0.0076,34.55,19.3,-8.29083,-35.76
66,2,1,1,30,2,bezerros,Phyllomedusa_nordestina,0.075,2062.5,2.738,5,66.66666667,0.0076,34.55,19.3,-8.29083,-35.76
67,2,1,1,31,2,bezerros,Phyllomedusa_nordestina,0.083,2062.5,1.951,5,60.24096386,0.0072,34.55,19.3,-8.29083,-35.76
68,2,1,1,32,2,bezerros,Phyllomedusa_nordestina,0.051,2062.5,2.157,4,78.43137255,0.00725,34.55,19.3,-8.29083,-35.76
69,2,1,1,33,2,bezerros,Phyllomedusa_nordestina,0.071,2062.5,2.551,5,70.42253521,0.007,34.55,19.3,-8.29083,-35.76
70,2,1,1,34,2,bezerros,Phyllomedusa_nordestina,0.075,2062.5,2.538,5,66.66666667,0.007,34.55,19.3,-8.29083,-35.76
71,2,1,1,35,2,bezerros,Phyllomedusa_nordestina,0.055,2062.5,NA,4,72.72727273,0.007,34.55,19.3,-8.29083,-35.76
72,3,1,1,1,4,bezerros,Phyllomedusa_nordestina,0.018,2062.5,3.632,3,166.6666667,0.004,36,19.7,-8.29083,-35.76
73,3,1,1,2,4,bezerros,Phyllomedusa_nordestina,0.05,2062.5,1.595,4,80,0.004,36,19.7,-8.29083,-35.76
74,3,1,1,3,4,bezerros,Phyllomedusa_nordestina,0.023,2250,2.728,3,130.4347826,0.004333333,36,19.7,-8.29083,-35.76
75,3,1,1,4,4,bezerros,Phyllomedusa_nordestina,0.046,2062.5,1.986,4,86.95652174,0.00425,36,19.7,-8.29083,-35.76
76,3,1,1,5,4,bezerros,Phyllomedusa_nordestina,0.032,2250,2.568,4,125,0.005,36,19.7,-8.29083,-35.76
77,3,1,1,6,4,bezerros,Phyllomedusa_nordestina,0.053,2250,1.849,4,75.47169811,0.004,36,19.7,-8.29083,-35.76
78,3,1,1,7,4,bezerros,Phyllomedusa_nordestina,0.035,2250,3.387,4,114.2857143,0.004,36,19.7,-8.29083,-35.76
79,3,1,1,8,4,bezerros,Phyllomedusa_nordestina,0.055,2062.5,2.39,5,90.90909091,0.003,36,19.7,-8.29083,-35.76
80,3,1,1,9,4,bezerros,Phyllomedusa_nordestina,0.06,2250,3.186,4,66.66666667,0.00375,36,19.7,-8.29083,-35.76
81,3,1,1,10,4,bezerros,Phyllomedusa_nordestina,0.055,2062.5,1.619,4,72.72727273,0.005,36,19.7,-8.29083,-35.76
82,3,1,1,11,4,bezerros,Phyllomedusa_nordestina,0.053,2250,1.79,5,94.33962264,0.004,36,19.7,-8.29083,-35.76
83,3,1,1,12,4,bezerros,Phyllomedusa_nordestina,0.034,2062.5,1.887,3,88.23529412,0.004,36,19.7,-8.29083,-35.76
84,3,1,1,13,4,bezerros,Phyllomedusa_nordestina,0.055,2250,1.902,4,72.72727273,0.003,36,19.7,-8.29083,-35.76
85,3,1,1,14,4,bezerros,Phyllomedusa_nordestina,0.052,2062.5,1.73,4,76.92307692,0.004,36,19.7,-8.29083,-35.76
86,3,1,1,15,4,bezerros,Phyllomedusa_nordestina,0.041,2250,1.739,4,97.56097561,0.002,36,19.7,-8.29083,-35.76
87,3,1,1,16,4,bezerros,Phyllomedusa_nordestina,0.052,2062.5,1.433,4,76.92307692,0.004,36,19.7,-8.29083,-35.76
88,3,1,1,17,4,bezerros,Phyllomedusa_nordestina,0.049,2250,2.908,4,81.63265306,0.00425,36,19.7,-8.29083,-35.76
89,3,1,1,18,4,bezerros,Phyllomedusa_nordestina,0.057,2250,2.764,5,87.71929825,0.004,36,19.7,-8.29083,-35.76
90,3,1,1,19,4,bezerros,Phyllomedusa_nordestina,0.056,2250,1.947,5,89.28571429,0.002,36,19.7,-8.29083,-35.76
91,3,1,1,20,4,bezerros,Phyllomedusa_nordestina,0.064,2062.5,2.206,6,93.75,0.006,36,19.7,-8.29083,-35.76
92,3,1,1,21,4,bezerros,Phyllomedusa_nordestina,0.058,2250,2.579,5,86.20689655,0.006,36,19.7,-8.29083,-35.76
93,3,1,1,22,4,bezerros,Phyllomedusa_nordestina,0.069,2250,1.648,4,57.97101449,0.004,36,19.7,-8.29083,-35.76
94,3,1,1,23,4,bezerros,Phyllomedusa_nordestina,0.052,2062.5,2.318,5,96.15384615,0.003,36,19.7,-8.29083,-35.76
95,3,1,1,24,4,bezerros,Phyllomedusa_nordestina,0.071,2250,1.623,6,84.50704225,0.004,36,19.7,-8.29083,-35.76
96,3,1,1,25,4,bezerros,Phyllomedusa_nordestina,0.068,2250,1.748,5,73.52941176,0.007,36,19.7,-8.29083,-35.76
97,3,1,1,26,4,bezerros,Phyllomedusa_nordestina,0.055,2250,1.803,5,90.90909091,0.003,36,19.7,-8.29083,-35.76
98,3,1,1,27,4,bezerros,Phyllomedusa_nordestina,0.057,2250,1.852,4,70.1754386,0.003,36,19.7,-8.29083,-35.76
99,3,1,1,28,4,bezerros,Phyllomedusa_nordestina,0.073,2250,4.526,6,82.19178082,0.004,36,19.7,-8.29083,-35.76
100,3,1,1,29,4,bezerros,Phyllomedusa_nordestina,0.058,2250,1.907,5,86.20689655,0.0038,36,19.7,-8.29083,-35.76
101,3,1,1,30,4,bezerros,Phyllomedusa_nordestina,0.073,2250,1.878,4,54.79452055,0.005,36,19.7,-8.29083,-35.76
102,3,1,1,31,4,bezerros,Phyllomedusa_nordestina,0.064,2062.5,1.705,5,78.125,0.004,36,19.7,-8.29083,-35.76
103,3,1,1,32,4,bezerros,Phyllomedusa_nordestina,0.064,2062.5,2.905,5,78.125,0.004,36,19.7,-8.29083,-35.76
104,3,1,1,33,4,bezerros,Phyllomedusa_nordestina,0.056,2250,1.837,5,89.28571429,0.003,36,19.7,-8.29083,-35.76
105,3,1,1,34,4,bezerros,Phyllomedusa_nordestina,0.057,2062.5,2.592,5,87.71929825,0.0046,36,19.7,-8.29083,-35.76
106,3,1,1,35,4,bezerros,Phyllomedusa_nordestina,0.065,2250,2.322,5,76.92307692,0.004,36,19.7,-8.29083,-35.76
107,3,1,1,36,4,bezerros,Phyllomedusa_nordestina,0.068,2062.5,6.431,5,73.52941176,0.003,36,19.7,-8.29083,-35.76
108,3,1,1,37,4,bezerros,Phyllomedusa_nordestina,0.057,2250,3.971,4,70.1754386,0.005,36,19.7,-8.29083,-35.76
109,3,1,1,38,4,bezerros,Phyllomedusa_nordestina,0.056,2062.5,2.999,6,107.1428571,0.003,36,19.7,-8.29083,-35.76
110,3,1,1,39,4,bezerros,Phyllomedusa_nordestina,0.079,2250,NA,6,75.94936709,0.003,36,19.7,-8.29083,-35.76
111,4,1,1,1,5,bezerros,Phyllomedusa_nordestina,0.07,2437.5,1.188,5,71.42857143,0.007,32.45,19.1,-8.29083,-35.76
112,4,1,1,2,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,1.829,5,72.46376812,0.007,32.45,19.1,-8.29083,-35.76
113,4,1,1,3,5,bezerros,Phyllomedusa_nordestina,0.071,2437.5,2.107,5,70.42253521,0.0076,32.45,19.1,-8.29083,-35.76
114,4,1,1,4,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,1.392,5,73.52941176,0.007,32.45,19.1,-8.29083,-35.76
115,4,1,1,5,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,1.359,5,74.62686567,0.0072,32.45,19.1,-8.29083,-35.76
116,4,1,1,6,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,1.608,5,74.62686567,0.0068,32.45,19.1,-8.29083,-35.76
117,4,1,1,7,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,2.847,5,73.52941176,0.0072,32.45,19.1,-8.29083,-35.76
118,4,1,1,8,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,1.618,5,75.75757576,0.007,32.45,19.1,-8.29083,-35.76
119,4,1,1,9,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,3.548,5,74.62686567,0.0066,32.45,19.1,-8.29083,-35.76
120,4,1,1,10,5,bezerros,Phyllomedusa_nordestina,0.075,2437.5,1.519,5,66.66666667,0.007,32.45,19.1,-8.29083,-35.76
121,4,1,1,11,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,1.662,5,72.46376812,0.0068,32.45,19.1,-8.29083,-35.76
122,4,1,1,12,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,2.09,5,74.62686567,0.0072,32.45,19.1,-8.29083,-35.76
123,4,1,1,13,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,1.827,5,73.52941176,0.0068,32.45,19.1,-8.29083,-35.76
124,4,1,1,14,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,1.842,5,72.46376812,0.007,32.45,19.1,-8.29083,-35.76
125,4,1,1,15,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,1.841,5,73.52941176,0.0072,32.45,19.1,-8.29083,-35.76
126,4,1,1,16,5,bezerros,Phyllomedusa_nordestina,0.064,2437.5,1.905,5,78.125,0.0068,32.45,19.1,-8.29083,-35.76
127,4,1,1,17,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,4.052,5,72.46376812,0.0066,32.45,19.1,-8.29083,-35.76
128,4,1,1,18,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,1.994,5,74.62686567,0.0066,32.45,19.1,-8.29083,-35.76
129,4,1,1,19,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,2.543,5,72.46376812,0.0062,32.45,19.1,-8.29083,-35.76
130,4,1,1,20,5,bezerros,Phyllomedusa_nordestina,0.065,2437.5,1.564,5,76.92307692,0.0068,32.45,19.1,-8.29083,-35.76
131,4,1,1,21,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,2.111,5,74.62686567,0.0072,32.45,19.1,-8.29083,-35.76
132,4,1,1,22,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,1.879,5,75.75757576,0.0072,32.45,19.1,-8.29083,-35.76
133,4,1,1,23,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,1.671,5,72.46376812,0.0072,32.45,19.1,-8.29083,-35.76
134,4,1,1,24,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,1.872,5,73.52941176,0.007,32.45,19.1,-8.29083,-35.76
135,4,1,1,25,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,1.382,5,72.46376812,0.0068,32.45,19.1,-8.29083,-35.76
136,4,1,1,26,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,1.545,5,75.75757576,0.0066,32.45,19.1,-8.29083,-35.76
137,4,1,1,27,5,bezerros,Phyllomedusa_nordestina,0.065,2437.5,2.112,5,76.92307692,0.0066,32.45,19.1,-8.29083,-35.76
138,4,1,1,28,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,4.091,5,75.75757576,0.0062,32.45,19.1,-8.29083,-35.76
139,4,1,1,29,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,11.612,5,75.75757576,0.0062,32.45,19.1,-8.29083,-35.76
140,4,1,1,30,5,bezerros,Phyllomedusa_nordestina,0.074,2437.5,1.901,5,67.56756757,0.0066,32.45,19.1,-8.29083,-35.76
141,4,1,1,31,5,bezerros,Phyllomedusa_nordestina,0.068,2437.5,2.635,5,73.52941176,0.0064,32.45,19.1,-8.29083,-35.76
142,4,1,1,32,5,bezerros,Phyllomedusa_nordestina,0.067,2437.5,3.11,5,74.62686567,0.0062,32.45,19.1,-8.29083,-35.76
143,4,1,1,33,5,bezerros,Phyllomedusa_nordestina,0.066,2437.5,2.11,5,75.75757576,0.0064,32.45,19.1,-8.29083,-35.76
144,4,1,1,34,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,3.253,5,72.46376812,0.006,32.45,19.1,-8.29083,-35.76
145,4,1,1,35,5,bezerros,Phyllomedusa_nordestina,0.07,2437.5,2.518,5,71.42857143,0.0064,32.45,19.1,-8.29083,-35.76
146,4,1,1,36,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,2.09,5,72.46376812,0.0068,32.45,19.1,-8.29083,-35.76
147,4,1,1,37,5,bezerros,Phyllomedusa_nordestina,0.064,2437.5,2.768,5,78.125,0.0066,32.45,19.1,-8.29083,-35.76
148,4,1,1,38,5,bezerros,Phyllomedusa_nordestina,0.069,2437.5,2.923,5,72.46376812,0.0062,32.45,19.1,-8.29083,-35.76
149,4,1,1,39,5,bezerros,Phyllomedusa_nordestina,0.048,2437.5,NA,4,83.33333333,0.007,32.45,19.1,-8.29083,-35.76
150,5,1,1,1,6,bezerros,Phyllomedusa_nordestina,0.025,2250,54.68,3,120,0.006666667,33.42,19.1,-8.29083,-35.76
151,5,1,1,2,6,bezerros,Phyllomedusa_nordestina,0.022,2250,1.662,3,136.3636364,0.004666667,33.42,19.1,-8.29083,-35.76
152,5,1,1,3,6,bezerros,Phyllomedusa_nordestina,0.021,2437.5,1.482,3,142.8571429,0.004666667,33.42,19.1,-8.29083,-35.76
153,5,1,1,4,6,bezerros,Phyllomedusa_nordestina,0.02,2250,1.296,3,150,0.004333333,33.42,19.1,-8.29083,-35.76
154,5,1,1,5,6,bezerros,Phyllomedusa_nordestina,0.02,2437.5,1.247,3,150,0.005333333,33.42,19.1,-8.29083,-35.76
155,5,1,1,6,6,bezerros,Phyllomedusa_nordestina,0.022,2437.5,1.589,3,136.3636364,0.006333333,33.42,19.1,-8.29083,-35.76
156,5,1,1,7,6,bezerros,Phyllomedusa_nordestina,0.021,2437.5,2.906,3,142.8571429,0.005666667,33.42,19.1,-8.29083,-35.76
157,5,1,1,8,6,bezerros,Phyllomedusa_nordestina,0.022,2250,1.286,3,136.3636364,0.005666667,33.42,19.1,-8.29083,-35.76
158,5,1,1,9,6,bezerros,Phyllomedusa_nordestina,0.023,2250,1.251,3,130.4347826,0.005333333,33.42,19.1,-8.29083,-35.76
159,5,1,1,10,6,bezerros,Phyllomedusa_nordestina,0.02,2250,1.309,3,150,0.00575,33.42,19.1,-8.29083,-35.76
160,5,1,1,11,6,bezerros,Phyllomedusa_nordestina,0.062,2250,1.124,4,64.51612903,0.005,33.42,19.1,-8.29083,-35.76
161,5,1,1,12,6,bezerros,Phyllomedusa_nordestina,0.022,2062.5,1.424,3,136.3636364,0.004666667,33.42,19.1,-8.29083,-35.76
162,5,1,1,13,6,bezerros,Phyllomedusa_nordestina,0.055,2250,1.213,4,72.72727273,0.0055,33.42,19.1,-8.29083,-35.76
163,5,1,1,14,6,bezerros,Phyllomedusa_nordestina,0.02,2437.5,1.209,3,150,0.005,33.42,19.1,-8.29083,-35.76
164,5,1,1,15,6,bezerros,Phyllomedusa_nordestina,0.052,2250,1.608,4,76.92307692,0.00525,33.42,19.1,-8.29083,-35.76
165,5,1,1,16,6,bezerros,Phyllomedusa_nordestina,0.055,2250,1.212,4,72.72727273,0.00475,33.42,19.1,-8.29083,-35.76
166,5,1,1,17,6,bezerros,Phyllomedusa_nordestina,0.058,2250,1.369,4,68.96551724,0.0045,33.42,19.1,-8.29083,-35.76
167,5,1,1,18,6,bezerros,Phyllomedusa_nordestina,0.053,2250,1.711,4,75.47169811,0.00525,33.42,19.1,-8.29083,-35.76
168,5,1,1,19,6,bezerros,Phyllomedusa_nordestina,0.051,2250,2.024,4,78.43137255,0.005,33.42,19.1,-8.29083,-35.76
169,5,1,1,20,6,bezerros,Phyllomedusa_nordestina,0.055,2250,1.548,4,72.72727273,0.00475,33.42,19.1,-8.29083,-35.76
170,5,1,1,21,6,bezerros,Phyllomedusa_nordestina,0.052,2062.5,1.577,4,76.92307692,0.005,33.42,19.1,-8.29083,-35.76
171,5,1,1,22,6,bezerros,Phyllomedusa_nordestina,0.053,2250,1.622,4,75.47169811,0.005,33.42,19.1,-8.29083,-35.76
172,5,1,1,23,6,bezerros,Phyllomedusa_nordestina,0.052,2062.5,1.762,4,76.92307692,0.005,33.42,19.1,-8.29083,-35.76
173,5,1,1,24,6,bezerros,Phyllomedusa_nordestina,0.072,2250,2.134,5,69.44444444,0.0046,33.42,19.1,-8.29083,-35.76
174,5,1,1,25,6,bezerros,Phyllomedusa_nordestina,0.05,2250,1.908,4,80,0.00475,33.42,19.1,-8.29083,-35.76
175,5,1,1,26,6,bezerros,Phyllomedusa_nordestina,0.052,2250,2.278,4,76.92307692,0.005,33.42,19.1,-8.29083,-35.76
176,5,1,1,27,6,bezerros,Phyllomedusa_nordestina,0.051,2250,1.58,4,78.43137255,0.00575,33.42,19.1,-8.29083,-35.76
177,5,1,1,28,6,bezerros,Phyllomedusa_nordestina,0.071,2250,3.264,5,70.42253521,0.0052,33.42,19.1,-8.29083,-35.76
178,5,1,1,29,6,bezerros,Phyllomedusa_nordestina,0.049,2250,1.695,4,81.63265306,0.005,33.42,19.1,-8.29083,-35.76
179,5,1,1,30,6,bezerros,Phyllomedusa_nordestina,0.052,2250,2.305,4,76.92307692,0.00425,33.42,19.1,-8.29083,-35.76
180,5,1,1,31,6,bezerros,Phyllomedusa_nordestina,0.051,2250,2.596,4,78.43137255,0.005,33.42,19.1,-8.29083,-35.76
181,5,1,1,32,6,bezerros,Phyllomedusa_nordestina,0.068,2250,3.252,5,73.52941176,0.0056,33.42,19.1,-8.29083,-35.76
182,5,1,1,33,6,bezerros,Phyllomedusa_nordestina,0.051,2250,3.764,4,78.43137255,0.0055,33.42,19.1,-8.29083,-35.76
183,5,1,1,34,6,bezerros,Phyllomedusa_nordestina,0.069,2437.5,2.759,5,72.46376812,0.0046,33.42,19.1,-8.29083,-35.76
184,5,1,1,35,6,bezerros,Phyllomedusa_nordestina,0.073,2250,1.969,5,68.49315068,0.0048,33.42,19.1,-8.29083,-35.76
185,5,1,1,36,6,bezerros,Phyllomedusa_nordestina,0.054,2250,2.537,4,74.07407407,0.0055,33.42,19.1,-8.29083,-35.76
186,5,1,1,37,6,bezerros,Phyllomedusa_nordestina,0.05,2250,2.472,4,80,0.0055,33.42,19.1,-8.29083,-35.76
187,5,1,1,38,6,bezerros,Phyllomedusa_nordestina,0.051,2250,2.217,4,78.43137255,0.0045,33.42,19.1,-8.29083,-35.76
188,5,1,1,39,6,bezerros,Phyllomedusa_nordestina,0.049,2250,2.072,4,81.63265306,0.0045,33.42,19.1,-8.29083,-35.76
